expression,expected_result,actual_result,ok,wrapper,pair_id,family,source,target,expected_strategy,error_kind,error_message
((sin(x)-cos(x)) + 1)/((sqrt(2)*sin(x-pi/4)) + 1),1,(sin(x) + 1 - cos(x)) / (sin(x - 1/4 * pi) * 2^(1/2) + 1),false,shifted_quotient_one,contract_trig_phase_shift_difference_to_shifted_sine,trig_contract,sin(x)-cos(x),sqrt(2)*sin(x-pi/4),contract trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)) + m) - ((sin(x)+cos(x)) + m),0,sin(x + 1/4 * pi) * 2^(1/2) - sin(x) - cos(x),false,additive_passthrough_zero,expand_trig_phase_shift_shifted_sine_to_sum,trig_expand,sqrt(2)*sin(x+pi/4),sin(x)+cos(x),expand trig,result_mismatch,
k*(sqrt(2)*sin(x+pi/4)) - k*(sin(x)+cos(x)),0,k * sin(x + 1/4 * pi) * 2^(1/2) - k * sin(x) - k * cos(x),false,scaled_difference_zero,expand_trig_phase_shift_shifted_sine_to_sum,trig_expand,sqrt(2)*sin(x+pi/4),sin(x)+cos(x),expand trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)) + 1)/((sin(x)+cos(x)) + 1),1,(sin(x + 1/4 * pi) * 2^(1/2) + 1) / (sin(x) + cos(x) + 1),false,shifted_quotient_one,expand_trig_phase_shift_shifted_sine_to_sum,trig_expand,sqrt(2)*sin(x+pi/4),sin(x)+cos(x),expand trig,result_mismatch,
((sqrt(2)*cos(x-pi/4)) + m) - ((sin(x)+cos(x)) + m),0,cos(x - 1/4 * pi) * 2^(1/2) - sin(x) - cos(x),false,additive_passthrough_zero,expand_trig_phase_shift_shifted_cosine_to_sum,trig_expand,sqrt(2)*cos(x-pi/4),sin(x)+cos(x),expand trig,result_mismatch,
k*(sqrt(2)*cos(x-pi/4)) - k*(sin(x)+cos(x)),0,k * cos(x - 1/4 * pi) * 2^(1/2) - k * sin(x) - k * cos(x),false,scaled_difference_zero,expand_trig_phase_shift_shifted_cosine_to_sum,trig_expand,sqrt(2)*cos(x-pi/4),sin(x)+cos(x),expand trig,result_mismatch,
((sqrt(2)*cos(x-pi/4)) + 1)/((sin(x)+cos(x)) + 1),1,(cos(x - 1/4 * pi) * 2^(1/2) + 1) / (sin(x) + cos(x) + 1),false,shifted_quotient_one,expand_trig_phase_shift_shifted_cosine_to_sum,trig_expand,sqrt(2)*cos(x-pi/4),sin(x)+cos(x),expand trig,result_mismatch,
((2*sin(x)+2*cos(x)) + m) - ((2*sqrt(2)*sin(x+pi/4)) + m),0,2 * sin(x) + 2 * cos(x) - 2 * sin(x + 1/4 * pi) * 2^(1/2),false,additive_passthrough_zero,contract_trig_phase_shift_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*cos(x),2*sqrt(2)*sin(x+pi/4),contract trig,result_mismatch,
k*(2*sin(x)+2*cos(x)) - k*(2*sqrt(2)*sin(x+pi/4)),0,2 * k * sin(x) + 2 * k * cos(x) - 2 * k * sin(x + 1/4 * pi) * 2^(1/2),false,scaled_difference_zero,contract_trig_phase_shift_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*cos(x),2*sqrt(2)*sin(x+pi/4),contract trig,result_mismatch,
((2*sin(x)+2*cos(x)) + 1)/((2*sqrt(2)*sin(x+pi/4)) + 1),1,(2 * sin(x) + 2 * cos(x) + 1) / (2 * sin(x + 1/4 * pi) * 2^(1/2) + 1),false,shifted_quotient_one,contract_trig_phase_shift_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*cos(x),2*sqrt(2)*sin(x+pi/4),contract trig,result_mismatch,
((2*sqrt(2)*sin(x+pi/4)) + m) - ((2*sin(x)+2*cos(x)) + m),0,2 * sin(x + 1/4 * pi) * 2^(1/2) - 2 * sin(x) - 2 * cos(x),false,additive_passthrough_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum,trig_expand,2*sqrt(2)*sin(x+pi/4),2*sin(x)+2*cos(x),expand trig,result_mismatch,
k*(2*sqrt(2)*sin(x+pi/4)) - k*(2*sin(x)+2*cos(x)),0,2 * k * sin(x + 1/4 * pi) * 2^(1/2) - 2 * k * sin(x) - 2 * k * cos(x),false,scaled_difference_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum,trig_expand,2*sqrt(2)*sin(x+pi/4),2*sin(x)+2*cos(x),expand trig,result_mismatch,
((2*sqrt(2)*sin(x+pi/4)) + 1)/((2*sin(x)+2*cos(x)) + 1),1,(2 * sin(x + 1/4 * pi) * 2^(1/2) + 1) / (2 * sin(x) + 2 * cos(x) + 1),false,shifted_quotient_one,expand_trig_phase_shift_scaled_shifted_sine_to_sum,trig_expand,2*sqrt(2)*sin(x+pi/4),2*sin(x)+2*cos(x),expand trig,result_mismatch,
((2*sin(x)+2*sqrt(3)*cos(x)) + m) - ((4*sin(x+pi/3)) + m),0,2 * sin(x) + 2 * cos(x) * 3^(1/2) - 4 * sin(x + 1/3 * pi),false,additive_passthrough_zero,contract_trig_phase_shift_exact_third_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*sqrt(3)*cos(x),4*sin(x+pi/3),contract trig,result_mismatch,
k*(2*sin(x)+2*sqrt(3)*cos(x)) - k*(4*sin(x+pi/3)),0,2 * k * sin(x) + 2 * k * cos(x) * 3^(1/2) - 4 * k * sin(x + 1/3 * pi),false,scaled_difference_zero,contract_trig_phase_shift_exact_third_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*sqrt(3)*cos(x),4*sin(x+pi/3),contract trig,result_mismatch,
((2*sin(x)+2*sqrt(3)*cos(x)) + 1)/((4*sin(x+pi/3)) + 1),1,(2 * sin(x) + 2 * cos(x) * 3^(1/2) + 1) / (4 * sin(x + 1/3 * pi) + 1),false,shifted_quotient_one,contract_trig_phase_shift_exact_third_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*sqrt(3)*cos(x),4*sin(x+pi/3),contract trig,result_mismatch,
((4*sin(x+pi/3)) + m) - ((2*sin(x)+2*sqrt(3)*cos(x)) + m),0,4 * sin(x + 1/3 * pi) - 2 * sin(x) - 2 * cos(x) * 3^(1/2),false,additive_passthrough_zero,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig,result_mismatch,
k*(4*sin(x+pi/3)) - k*(2*sin(x)+2*sqrt(3)*cos(x)),0,4 * k * sin(x + 1/3 * pi) - 2 * k * sin(x) - 2 * k * cos(x) * 3^(1/2),false,scaled_difference_zero,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig,result_mismatch,
((4*sin(x+pi/3)) + 1)/((2*sin(x)+2*sqrt(3)*cos(x)) + 1),1,(4 * sin(x + 1/3 * pi) + 1) * (2 * sin(x) + 1 - 2 * cos(x) * 3^(1/2)) / (4 * sin(x) + 4 * sin(x)^2 + 1 - 12 * cos(x)^2),false,shifted_quotient_one,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig,result_mismatch,
((sqrt(3)*sin(x)+cos(x)) + m) - ((2*sin(x+pi/6)) + m),0,cos(x) + sin(x) * 3^(1/2) - 2 * sin(x + 1/6 * pi),false,additive_passthrough_zero,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig,result_mismatch,
k*(sqrt(3)*sin(x)+cos(x)) - k*(2*sin(x+pi/6)),0,k * cos(x) + k * sin(x) * 3^(1/2) - 2 * k * sin(x + 1/6 * pi),false,scaled_difference_zero,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig,result_mismatch,
((sqrt(3)*sin(x)+cos(x)) + 1)/((2*sin(x+pi/6)) + 1),1,(cos(x) + sin(x) * 3^(1/2) + 1) / (2 * sin(x + 1/6 * pi) + 1),false,shifted_quotient_one,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig,result_mismatch,
((2*sin(x+pi/6)) + m) - ((sqrt(3)*sin(x)+cos(x)) + m),0,2 * sin(x + 1/6 * pi) - cos(x) - sin(x) * 3^(1/2),false,additive_passthrough_zero,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig,result_mismatch,
k*(2*sin(x+pi/6)) - k*(sqrt(3)*sin(x)+cos(x)),0,2 * k * sin(x + 1/6 * pi) - k * cos(x) - k * sin(x) * 3^(1/2),false,scaled_difference_zero,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig,result_mismatch,
((2*sin(x+pi/6)) + 1)/((sqrt(3)*sin(x)+cos(x)) + 1),1,(2 * sin(x + 1/6 * pi) + 1) * (cos(x) + 1 - sin(x) * 3^(1/2)) / (cos(x)^2 + 2 * cos(x) + 1 - 3 * sin(x)^2),false,shifted_quotient_one,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig,result_mismatch,
((3*sin(x)+4*cos(x)) + 1)/((5*sin(x+arctan(4/3))) + 1),1,(3 * sin(x) + 4 * cos(x) + 1) / (5 * sin(arctan(4/3) + x) + 1),false,shifted_quotient_one,contract_trig_phase_shift_general_sum_to_shifted_sine,trig_contract,3*sin(x)+4*cos(x),5*sin(x+arctan(4/3)),contract trig,result_mismatch,
((5*sin(x+arctan(4/3))) + 1)/((3*sin(x)+4*cos(x)) + 1),1,(5 * sin(arctan(4/3) + x) + 1) / (3 * sin(x) + 4 * cos(x) + 1),false,shifted_quotient_one,expand_trig_phase_shift_general_shifted_sine_to_sum,trig_expand,5*sin(x+arctan(4/3)),3*sin(x)+4*cos(x),expand trig,result_mismatch,
((sin(x)+cos(x)+a) + m) - ((sqrt(2)*sin(x+pi/4)+a) + m),0,sin(x) + cos(x) - sin(x + 1/4 * pi) * 2^(1/2),false,additive_passthrough_zero,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig,result_mismatch,
k*(sin(x)+cos(x)+a) - k*(sqrt(2)*sin(x+pi/4)+a),0,k * sin(x) + k * cos(x) - k * sin(x + 1/4 * pi) * 2^(1/2),false,scaled_difference_zero,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig,result_mismatch,
((sin(x)+cos(x)+a) + 1)/((sqrt(2)*sin(x+pi/4)+a) + 1),1,(a + 1 - sin(x + 1/4 * pi) * 2^(1/2)) * (sin(x) + cos(x) + a + 1) / (a^2 + 2 * a + 1 - 2 * sin(x + 1/4 * pi)^2),false,shifted_quotient_one,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig,result_mismatch,
((2*sqrt(2)*sin(x+pi/4)+a) + m) - ((2*sin(x)+2*cos(x)+a) + m),0,2 * sin(x + 1/4 * pi) * 2^(1/2) - 2 * sin(x) - 2 * cos(x),false,additive_passthrough_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig,result_mismatch,
k*(2*sqrt(2)*sin(x+pi/4)+a) - k*(2*sin(x)+2*cos(x)+a),0,2 * k * sin(x + 1/4 * pi) * 2^(1/2) - 2 * k * sin(x) - 2 * k * cos(x),false,scaled_difference_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig,result_mismatch,
((2*sqrt(2)*sin(x+pi/4)+a) + 1)/((2*sin(x)+2*cos(x)+a) + 1),1,(2 * sin(x + 1/4 * pi) * 2^(1/2) + a + 1) / (2 * sin(x) + 2 * cos(x) + a + 1),false,shifted_quotient_one,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig,result_mismatch,
((3*sin(x)+4*cos(x)+a) + 1)/((5*sin(x+arctan(4/3))+a) + 1),1,(3 * sin(x) + 4 * cos(x) + a + 1) / (5 * sin(arctan(4/3) + x) + a + 1),false,shifted_quotient_one,contract_trig_phase_shift_general_sum_to_shifted_sine_with_passthrough,trig_contract,3*sin(x)+4*cos(x)+a,5*sin(x+arctan(4/3))+a,contract trig,result_mismatch,
((5*sin(x+arctan(4/3))+a) + 1)/((3*sin(x)+4*cos(x)+a) + 1),1,(5 * sin(arctan(4/3) + x) + a + 1) / (3 * sin(x) + 4 * cos(x) + a + 1),false,shifted_quotient_one,expand_trig_phase_shift_general_shifted_sine_to_sum_with_passthrough,trig_expand,5*sin(x+arctan(4/3))+a,3*sin(x)+4*cos(x)+a,expand trig,result_mismatch,
((1 + tan(x)^2) + 1)/((sec(x)^2) + 1),1,(sin(x)^2 + 2 * cos(x)^2) / (cos(x)^2 + 1),false,shifted_quotient_one,contract_trig_sec_squared,trig_contract,1 + tan(x)^2,sec(x)^2,contract trig,result_mismatch,
((1 + cot(x)^2) + 1)/((csc(x)^2) + 1),1,(cos(x)^2 + 2 * sin(x)^2) / (sin(x)^2 + 1),false,shifted_quotient_one,contract_trig_csc_squared,trig_contract,1 + cot(x)^2,csc(x)^2,contract trig,result_mismatch,
((sec(x)^2) + 1)/((1 + tan(x)^2) + 1),1,(cos(x)^2 + 1) / (sin(x)^2 + 2 * cos(x)^2),false,shifted_quotient_one,expand_trig_sec_squared,trig_expand,sec(x)^2,1 + tan(x)^2,expand trig,result_mismatch,
((csc(x)^2) + 1)/((1 + cot(x)^2) + 1),1,(sin(x)^2 + 1) / (cos(x)^2 + 2 * sin(x)^2),false,shifted_quotient_one,expand_trig_csc_squared,trig_expand,csc(x)^2,1 + cot(x)^2,expand trig,result_mismatch,
((sin(x)^2) + 1)/(((1-cos(2*x))/2) + 1),1,(sin(x)^2 + 1) / (2 - cos(x)^2),false,shifted_quotient_one,expand_trig_half_angle_sin_squared,trig_expand,sin(x)^2,(1-cos(2*x))/2,expand trig,result_mismatch,
(((1-cos(2*x))/2) + 1)/((sin(x)^2) + 1),1,(2 - cos(x)^2) / (sin(x)^2 + 1),false,shifted_quotient_one,contract_trig_half_angle_sin_squared,trig_contract,(1-cos(2*x))/2,sin(x)^2,contract trig,result_mismatch,
((sin(3*x)-sin(x)) + 1)/((2*cos(2*x)*sin(x)) + 1),1,(2 * sin(x) + 1 - 4 * sin(x)^3) / (4 * sin(x) * cos(x)^2 + 1 - 2 * sin(x)),false,shifted_quotient_one,contract_trig_sin_diff_special,trig_contract,sin(3*x)-sin(x),2*cos(2*x)*sin(x),expand trig,result_mismatch,
((sin(5*x)+sin(x)) + m) - ((2*sin(3*x)*cos(2*x)) + m),0,6 * sin(x) + 16 * sin(x)^5 - (6 * sin(x) - 8 * sin(x)^3) * (2 * cos(x)^2 - 1) - 20 * sin(x)^3,false,additive_passthrough_zero,expand_trig_sum_to_product_sin_sum_general,trig_expand,sin(5*x)+sin(x),2*sin(3*x)*cos(2*x),expand trig,result_mismatch,
k*(sin(5*x)+sin(x)) - k*(2*sin(3*x)*cos(2*x)),0,6 * k * sin(x) + 16 * k * sin(x)^5 + (2 * k - 4 * k * cos(x)^2) * (3 * sin(x) - 4 * sin(x)^3) - 20 * k * sin(x)^3,false,scaled_difference_zero,expand_trig_sum_to_product_sin_sum_general,trig_expand,sin(5*x)+sin(x),2*sin(3*x)*cos(2*x),expand trig,result_mismatch,
((sin(5*x)+sin(x)) + 1)/((2*sin(3*x)*cos(2*x)) + 1),1,(6 * sin(x) + 16 * sin(x)^5 + 1 - 20 * sin(x)^3) / ((6 * sin(x) - 8 * sin(x)^3) * (2 * cos(x)^2 - 1) + 1),false,shifted_quotient_one,expand_trig_sum_to_product_sin_sum_general,trig_expand,sin(5*x)+sin(x),2*sin(3*x)*cos(2*x),expand trig,result_mismatch,
((sin(5*x)-sin(x)) + m) - ((2*cos(3*x)*sin(2*x)) + m),0,16 * sin(x)^5 + sin(x) * (12 * cos(x)^2 + 4) - 20 * sin(x)^3 - 16 * sin(x) * cos(x)^4,false,additive_passthrough_zero,expand_trig_sum_to_product_sin_diff_general,trig_expand,sin(5*x)-sin(x),2*cos(3*x)*sin(2*x),expand trig,result_mismatch,
k*(sin(5*x)-sin(x)) - k*(2*cos(3*x)*sin(2*x)),0,4 * k * sin(x) + 16 * k * sin(x)^5 - sin(x) * (16 * k * cos(x)^4 - 12 * k * cos(x)^2) - 20 * k * sin(x)^3,false,scaled_difference_zero,expand_trig_sum_to_product_sin_diff_general,trig_expand,sin(5*x)-sin(x),2*cos(3*x)*sin(2*x),expand trig,result_mismatch,
((sin(5*x)-sin(x)) + 1)/((2*cos(3*x)*sin(2*x)) + 1),1,(4 * sin(x) + 16 * sin(x)^5 + 1 - 20 * sin(x)^3) / (16 * sin(x) * cos(x)^4 + 1 - 12 * sin(x) * cos(x)^2),false,shifted_quotient_one,expand_trig_sum_to_product_sin_diff_general,trig_expand,sin(5*x)-sin(x),2*cos(3*x)*sin(2*x),expand trig,result_mismatch,
((cos(5*x)-cos(x)) + m) - ((-2*sin(3*x)*sin(2*x)) + m),0,16 * cos(x)^5 + cos(x) * (12 * sin(x)^2 + 4) - 20 * cos(x)^3 - 16 * cos(x) * sin(x)^4,false,additive_passthrough_zero,expand_trig_sum_to_product_cos_diff_general,trig_expand,cos(5*x)-cos(x),-2*sin(3*x)*sin(2*x),expand trig,result_mismatch,
k*(cos(5*x)-cos(x)) - k*(-2*sin(3*x)*sin(2*x)),0,16 * k * cos(x)^5 + cos(x) * (12 * k * sin(x)^2 + 4 * k) - 20 * k * cos(x)^3 - 16 * k * cos(x) * sin(x)^4,false,scaled_difference_zero,expand_trig_sum_to_product_cos_diff_general,trig_expand,cos(5*x)-cos(x),-2*sin(3*x)*sin(2*x),expand trig,result_mismatch,
((cos(5*x)-cos(x)) + 1)/((-2*sin(3*x)*sin(2*x)) + 1),1,(4 * cos(x) + 16 * cos(x)^5 + 1 - 20 * cos(x)^3) / (16 * cos(x) * sin(x)^4 + 1 - 12 * cos(x) * sin(x)^2),false,shifted_quotient_one,expand_trig_sum_to_product_cos_diff_general,trig_expand,cos(5*x)-cos(x),-2*sin(3*x)*sin(2*x),expand trig,result_mismatch,
k*(sin(x)+sin(y)) - k*(2*sin((x+y)/2)*cos((x-y)/2)),0,k * sin(x) + k * sin(y) - 2 * k * sin(1/2 * (x + y)) * cos(1/2 * (x - y)),false,scaled_difference_zero,expand_trig_sum_to_product_sin_sum_xy,trig_expand,sin(x)+sin(y),2*sin((x+y)/2)*cos((x-y)/2),expand trig,result_mismatch,
((sin(x)+sin(y)) + 1)/((2*sin((x+y)/2)*cos((x-y)/2)) + 1),1,(sin(x) + sin(y) + 1) / (2 * sin(1/2 * (x + y)) * cos(1/2 * (x - y)) + 1),false,shifted_quotient_one,expand_trig_sum_to_product_sin_sum_xy,trig_expand,sin(x)+sin(y),2*sin((x+y)/2)*cos((x-y)/2),expand trig,result_mismatch,
k*(cos(x)+cos(y)) - k*(2*cos((x+y)/2)*cos((x-y)/2)),0,k * cos(x) + k * cos(y) - 2 * k * cos(1/2 * (x + y)) * cos(1/2 * (x - y)),false,scaled_difference_zero,expand_trig_sum_to_product_cos_sum_xy,trig_expand,cos(x)+cos(y),2*cos((x+y)/2)*cos((x-y)/2),expand trig,result_mismatch,
((cos(x)+cos(y)) + 1)/((2*cos((x+y)/2)*cos((x-y)/2)) + 1),1,(cos(x) + cos(y) + 1) / (2 * cos(1/2 * (x + y)) * cos(1/2 * (x - y)) + 1),false,shifted_quotient_one,expand_trig_sum_to_product_cos_sum_xy,trig_expand,cos(x)+cos(y),2*cos((x+y)/2)*cos((x-y)/2),expand trig,result_mismatch,
k*(cos(x)-cos(y)) - k*(-2*sin((x+y)/2)*sin((x-y)/2)),0,2 * k * sin(1/2 * (x + y)) * sin(1/2 * (x - y)) + k * cos(x) - k * cos(y),false,scaled_difference_zero,expand_trig_sum_to_product_cos_diff_xy,trig_expand,cos(x)-cos(y),-2*sin((x+y)/2)*sin((x-y)/2),expand trig,result_mismatch,
((cos(x)-cos(y)) + 1)/((-2*sin((x+y)/2)*sin((x-y)/2)) + 1),1,(cos(x) + 1 - cos(y)) / (1 - 2 * sin(1/2 * (x + y)) * sin(1/2 * (x - y))),false,shifted_quotient_one,expand_trig_sum_to_product_cos_diff_xy,trig_expand,cos(x)-cos(y),-2*sin((x+y)/2)*sin((x-y)/2),expand trig,result_mismatch,
k*((sin(x)+cos(x))^2) - k*(1+sin(2*x)),0,k * (sin(x) + cos(x))^2 - 2 * k * sin(x) * cos(x) - k,false,scaled_difference_zero,expand_trig_sin_cos_square_sum,trig_expand,(sin(x)+cos(x))^2,1+sin(2*x),expand trig,result_mismatch,
(((sin(x)-cos(x))^2) + m) - ((1-sin(2*x)) + m),0,(sin(x) - cos(x))^2 + 2 * sin(x) * cos(x) - 1,false,additive_passthrough_zero,expand_trig_sin_cos_square_diff,trig_expand,(sin(x)-cos(x))^2,1-sin(2*x),expand trig,result_mismatch,
k*((sin(x)-cos(x))^2) - k*(1-sin(2*x)),0,2 * k * sin(x) * cos(x) + k * (sin(x) - cos(x))^2 - k,false,scaled_difference_zero,expand_trig_sin_cos_square_diff,trig_expand,(sin(x)-cos(x))^2,1-sin(2*x),expand trig,result_mismatch,
(((sin(x)-cos(x))^2)/q) - ((1-sin(2*x))/q),0,((sin(x) - cos(x))^2 + 2 * sin(x) * cos(x) - 1) / q,false,common_denominator_zero,expand_trig_sin_cos_square_diff,trig_expand,(sin(x)-cos(x))^2,1-sin(2*x),expand trig,result_mismatch,
((sin(x)^6) + m) - (((10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32) + m),0,1/8 * ((2 * cos(x)^2 - 1)^3 + 6 * cos(x)^2 + 8 * sin(x)^6 + 12 * sin(x)^2 * cos(x)^2 - 7),false,additive_passthrough_zero,expand_trig_sine_sixth_power_reduction,trig_expand,sin(x)^6,(10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32,expand trig,result_mismatch,
k*(sin(x)^6) - k*((10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32),0,1/32 * (32 * k * sin(x)^6 - k * (28 - 24 * cos(x)^2 - 12 * (2 * sin(x) * cos(x))^2 - 4 * (2 * cos(x)^2 - 1)^3)),false,scaled_difference_zero,expand_trig_sine_sixth_power_reduction,trig_expand,sin(x)^6,(10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32,expand trig,result_mismatch,
((sin(x)^6)/q) - (((10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32)/q),0,(4 * (2 * cos(x)^2 - 1)^3 + 24 * cos(x)^2 + 32 * sin(x)^6 + 48 * sin(x)^2 * cos(x)^2 - 28) / (32 * q),false,common_denominator_zero,expand_trig_sine_sixth_power_reduction,trig_expand,sin(x)^6,(10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32,expand trig,result_mismatch,
((sin(x)^6) + 1)/(((10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32) + 1),1,(32 * sin(x)^6 + 32) / (60 - 24 * cos(x)^2 - 12 * (2 * sin(x) * cos(x))^2 - 4 * (2 * cos(x)^2 - 1)^3),false,shifted_quotient_one,expand_trig_sine_sixth_power_reduction,trig_expand,sin(x)^6,(10-15*cos(2*x)+6*cos(4*x)-cos(6*x))/32,expand trig,result_mismatch,
((cos(x)^6) + m) - (((10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32) + m),0,1/8 * (3 * (2 * sin(x) * cos(x))^2 + 8 * cos(x)^6 - (2 * cos(x)^2 - 1)^3 - 6 * cos(x)^2 - 1),false,additive_passthrough_zero,expand_trig_cosine_sixth_power_reduction,trig_expand,cos(x)^6,(10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32,expand trig,result_mismatch,
k*(cos(x)^6) - k*((10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32),0,1/32 * (32 * k * cos(x)^6 - k * (4 * (2 * cos(x)^2 - 1)^3 + 24 * cos(x)^2 + 4 - 12 * (2 * sin(x) * cos(x))^2)),false,scaled_difference_zero,expand_trig_cosine_sixth_power_reduction,trig_expand,cos(x)^6,(10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32,expand trig,result_mismatch,
((cos(x)^6)/q) - (((10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32)/q),0,(12 * (2 * sin(x) * cos(x))^2 + 32 * cos(x)^6 - 24 * cos(x)^2 - 4 * (2 * cos(x)^2 - 1)^3 - 4) / (32 * q),false,common_denominator_zero,expand_trig_cosine_sixth_power_reduction,trig_expand,cos(x)^6,(10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32,expand trig,result_mismatch,
((cos(x)^6) + 1)/(((10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32) + 1),1,(cos(x)^6 + 1) / (1/8 * ((2 * cos(x)^2 - 1)^3 + 6 * cos(x)^2 + 9 - 3 * (2 * sin(x) * cos(x))^2)),false,shifted_quotient_one,expand_trig_cosine_sixth_power_reduction,trig_expand,cos(x)^6,(10+15*cos(2*x)+6*cos(4*x)+cos(6*x))/32,expand trig,result_mismatch,
((sin(x)^8) + m) - (((35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128) + m),0,1/128 * (32 * (2 * cos(x)^2 - 1)^3 + 64 * cos(x)^2 + 128 * sin(x)^8 + 224 * sin(x)^2 * cos(x)^2 - cos(8 * x) - 95),false,additive_passthrough_zero,expand_trig_sine_eighth_power_reduction,trig_expand,sin(x)^8,(35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
k*(sin(x)^8) - k*((35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128),0,1/128 * (128 * k * sin(x)^8 + k * (32 * (2 * cos(x)^2 - 1)^3 + 64 * cos(x)^2 + 224 * sin(x)^2 * cos(x)^2 - cos(8 * x) - 95)),false,scaled_difference_zero,expand_trig_sine_eighth_power_reduction,trig_expand,sin(x)^8,(35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
((sin(x)^8)/q) - (((35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128)/q),0,(32 * (2 * cos(x)^2 - 1)^3 + 64 * cos(x)^2 + 128 * sin(x)^8 + 224 * sin(x)^2 * cos(x)^2 - cos(8 * x) - 95) / (128 * q),false,common_denominator_zero,expand_trig_sine_eighth_power_reduction,trig_expand,sin(x)^8,(35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
